LearnerId,PathwayType,EngagementHours,ContentConsumed,AssessmentsTaken,PerformanceMetric,ProgressPercentage,AccessMode,CourseSuccess
3998,Health,84.48990313430180,0,9,96.16317483383280,84.77026050377000,0,1
4030,Programming,61.03931977881100,13,6,67.99691586063620,42.08148502477040,1,0
1963,Health,55.67000573721080,11,9,89.06386077005740,46.99548634486860,0,1
3738,Programming,1.5663722226545000,8,4,51.88603763462210,50.95618640651920,0,0
7945,Programming,89.5445955161506,15,2,98.24105898950310,94.66678069631790,0,1
8455,Arts,87.74610602003250,20,8,81.89673528609610,36.68965168914000,0,0
8214,Health,23.91222641587900,20,10,56.91001466740050,47.89633474805010,1,0
8149,Programming,74.868899878852,10,1,68.9028814238327,1.1746895223130000,1,0
7064,Programming,93.96904918381500,20,7,83.4137733487016,87.83881742513630,0,1
2511,Business,82.1669466051735,14,2,96.60884974587050,40.20975129423330,0,0
6128,Programming,52.16325887437180,19,4,95.98129001977570,80.38279316053400,1,1
5403,Business,35.14402824314520,19,4,63.496014273245200,64.20498938858060,0,1
8091,Health,47.13434792094830,18,0,56.7867653791634,60.60176960592660,1,0
3260,Arts,64.5357650396601,14,9,87.73876955683600,93.15762948059140,0,1
4293,Health,4.179855850713630,15,6,64.8875384746979,20.90977296359090,1,0
4848,Health,40.62169045834230,12,9,88.8620351658578,9.453955461377010,1,1
5952,Business,11.388978852467000,9,9,73.4406909906941,39.978662791044100,0,0
6656,Science,4.439472446310370,8,10,98.49116689265020,20.70846545137000,1,0
7984,Programming,25.499305220632400,4,10,77.37668842546600,8.998963191982670,0,0
7837,Arts,21.112843798056700,2,4,84.67030688857680,93.70550941381520,0,1
4359,Arts,9.284417836522040,4,6,78.26216595438750,65.10731742262830,1,0
6898,Science,55.01186032779910,18,10,79.45224189908520,97.84185220555270,1,1
5090,Science,76.5756771656946,12,8,61.071089338512700,29.016247073068900,0,0
1481,Business,58.80196846349350,19,3,83.26468690952730,19.007688415660900,1,0
5336,Arts,20.943201682933600,1,3,67.4132755485814,39.68213969230290,1,0
3992,Arts,33.580492151161200,3,8,83.07007991059890,71.55146279627290,1,1
4137,Business,7.724694218059800,13,9,96.01446045061700,72.40334894690260,0,1
6422,Health,46.23256094326040,3,4,55.67439199764150,88.50579136569170,1,0
305,Arts,2.2637772252718400,17,9,94.0410334648175,93.38300222934070,0,1
3599,Arts,70.13301907011550,17,4,64.93440531649780,84.61031400809820,1,1
4412,Programming,64.31582881135380,2,1,50.11893008067850,55.0337827720627,1,0
4886,Business,13.264175964260600,1,6,99.89047277914740,53.35689123375990,0,0
8294,Programming,89.92764928380760,13,4,64.60157057111490,31.497193240738600,1,1
8186,Arts,40.43938989028360,10,6,75.39880616220690,46.788351120267900,1,1
1568,Business,60.3369916220883,10,6,74.76458656753560,94.36787885429890,1,1
901,Arts,68.90175123356,15,1,84.79200519299610,33.54557116098080,1,0
6549,Arts,75.06291387483360,5,2,54.71767736459010,20.181305587600200,1,0
7731,Arts,21.304281618637400,14,4,67.85519575591740,63.763835690391500,0,1
6351,Business,85.88406981842930,14,7,67.04892736996500,34.03748706200560,0,0
967,Programming,29.500070830149600,17,8,90.0641179243371,30.405649568933100,1,1
7769,Science,20.90726535219860,13,0,87.86807382679850,73.03273105093910,1,1
7962,Arts,77.30213291535000,2,5,60.511294232127000,10.461542637947500,0,0
5957,Science,21.04537784999660,8,8,54.64117838806960,46.41868399299830,1,0
8011,Arts,51.87187856764310,12,9,97.79603459297620,98.1304937721164,1,1
3035,Arts,17.55238960017960,17,3,56.60612619560330,55.87074126296900,1,0
8429,Programming,96.6948842341572,16,3,53.19100589266160,6.90697583599097,1,1
2424,Business,50.27789979708270,19,5,80.65378558585640,60.601680113699800,0,1
312,Arts,40.9610227548543,12,10,58.03086465996760,70.47871500043230,0,1
8402,Business,17.530413493582800,8,10,87.50647034590920,35.87914070340290,1,0
263,Health,89.77790844086670,0,4,95.51006417810170,7.20195123793469,1,0
6619,Business,26.030544533351000,19,5,72.35856893002480,73.9667399126054,1,1
7339,Business,75.95949591583940,10,8,89.0100800298086,99.75015533375890,0,1
5165,Business,50.54899461258480,17,0,96.67524825551550,98.22668880537590,0,1
8280,Science,98.87699893648720,19,1,74.2539050023157,17.378650187308000,0,0
4043,Arts,25.625583362827000,3,3,76.13125861382460,72.77790851215250,0,0
2177,Programming,85.77222767662950,7,4,85.61544429642570,23.626920956402600,0,1
5941,Business,44.20839148348820,15,5,88.9432813292398,98.49870694213780,0,1
8504,Business,31.205809830996100,7,3,94.27552187882810,86.19518798543510,1,1
2084,Science,24.977393309301100,5,10,87.38557626267570,83.44668050654930,0,1
931,Business,5.694147977868410,14,9,65.15376834168090,57.99243662687420,1,0
6806,Science,1.9113610716736600,8,2,69.61580112317620,2.81354124824158,0,0
6044,Programming,32.034053703476100,12,1,74.90287009827690,51.17855493880600,0,0
1982,Science,17.741286141644500,2,1,80.59119755497980,15.681292947329100,0,0
3087,Health,9.31616973754194,6,8,51.99012097602920,21.762275540593200,1,0
1315,Health,51.87370764304510,6,9,55.68914986902410,7.336565938054020,1,0
2138,Programming,27.22175952354360,4,10,86.27103530577430,18.567148673432300,0,0
1957,Science,95.10860929451790,15,6,85.08620617537740,38.20289909337880,1,1
5874,Health,18.530021269678000,16,7,61.5450931986686,66.14472488754820,1,0
1833,Business,34.71701780469080,20,9,72.3618967889136,30.774515118148400,1,1
2331,Programming,92.9730676859633,16,9,82.01487518318760,89.10037963132260,0,1
260,Business,20.15127557318180,19,9,96.40301778252830,45.06465913472270,1,1
8284,Business,86.7750978229576,8,9,81.11635891459220,53.3306365640841,1,1
1427,Science,65.88293674688190,8,1,52.55827868057310,4.229916702820190,0,0
1541,Business,43.23259820438490,2,3,74.67740653685770,1.119061395617030,0,0
6610,Business,36.15818831626330,11,4,92.99504451915810,38.79256753735100,1,1
3242,Business,93.8607986804902,4,7,84.9478703502393,50.07656288003110,1,0
1075,Health,59.49632037445160,1,10,53.77946163513260,29.51732752715920,1,0
601,Arts,33.11938463487160,11,9,67.31472810141980,81.94937898564860,1,1
7037,Business,3.356798282575960,18,2,73.98281249937980,76.30678613498890,0,0
8875,Business,16.018954934885900,5,3,78.31546522828150,58.147683354210200,1,1
2515,Science,30.506209756344200,13,3,77.73009218893690,73.24874359053990,1,1
1030,Programming,93.75797613696090,11,5,73.43541497914920,11.832285155225700,0,1
5995,Business,19.671294195887600,2,4,95.23321460569070,37.35124070664490,1,0
6965,Arts,6.994673367884800,12,10,71.23054938911000,21.32907023759420,1,0
6811,Business,29.185098919868000,13,0,86.45694748476240,12.095744346586800,0,0
118,Arts,72.51497725564710,18,3,56.5111732759795,43.79468106321830,0,0
139,Business,53.13289931638910,10,2,85.42571276294190,71.81642457683690,0,1
5137,Science,72.24672863407440,13,8,79.65791476564920,87.40023281042780,1,1
2545,Science,27.91421194586570,12,2,62.74921795298180,44.7507492074815,1,0
3271,Science,97.31280386632400,13,5,67.49888417111890,10.238124194339600,0,0
116,Health,94.8940903986078,10,3,84.51899473146180,27.608672842124700,1,0
5656,Health,38.17422689084050,0,7,68.25789271326130,94.95314606862240,1,0
6993,Programming,47.79798296499260,16,6,99.45658031548150,72.3646022842546,1,1
804,Health,92.25094027571450,10,7,58.9871575793124,35.77520503273560,0,0
689,Programming,20.614943440534100,0,3,64.90926870443320,95.10628096842510,1,0
548,Business,55.85177996256090,8,9,95.50051605301780,22.944626993410600,1,1
1212,Arts,26.53601117190320,18,1,69.06431323729840,79.48989106144790,0,0
7656,Programming,63.38837133640270,6,6,78.20733735815590,36.031719202584200,0,1
5334,Programming,66.87507447118720,4,5,93.6114584867073,98.43762114665500,0,1
4712,Science,72.10556150314710,12,8,91.65622690799160,4.445659843011870,1,1
8677,Arts,44.97174815893750,9,10,99.58943237206660,41.47876453072500,0,1
5682,Programming,34.08731404370520,20,8,50.56695291171950,51.3873248116503,0,0
8835,Science,7.052625371210140,15,10,58.74270038427080,61.23584171610210,1,1
2606,Arts,40.51182065618520,7,7,84.13661667109160,43.141739931961900,1,1
6566,Business,17.200542291464400,2,7,66.77819237505670,13.70781674983210,0,0
4009,Business,90.64140052160420,12,5,95.3946814243713,37.08997504932070,0,1
6495,Business,29.205953681134700,11,8,59.94863592874980,26.389538577120400,1,0
373,Business,5.621797170028100,2,6,67.8544748882983,38.95945439924870,0,0
8388,Health,53.195250408439200,19,4,92.03606429977050,99.02767116879040,1,1
5104,Arts,74.34012710854170,8,1,83.6747517343513,29.419810517269100,0,0
2615,Science,21.904645705760800,4,6,72.78852150289680,55.7168526535654,1,0
3273,Health,71.89325476650620,9,3,58.93807921820050,60.45784784843780,1,0
1589,Science,67.46543288078280,13,8,55.07779429753200,60.1334231177981,1,1
3577,Business,2.5212588227376100,3,3,88.35124117829,42.316143260453000,1,0
5392,Health,39.18750046208350,1,10,53.44504405492630,55.96779562290760,1,0
5568,Health,66.97623480074240,13,5,99.83897621046800,25.091146752915000,1,1
4861,Science,54.845475952771500,6,8,59.34831530318560,40.965440746558100,1,0
6240,Science,4.680353516914950,11,0,75.96922505092690,37.56351059883870,1,0
7624,Arts,29.703772272575400,14,1,90.85540563383860,51.048079674339500,1,0
2685,Arts,56.49339588926030,7,4,84.4213026160467,14.091570976250700,1,1
8753,Business,88.05284426724090,8,7,92.2185560098548,26.86475055537250,1,1
4264,Business,50.08816307929840,2,7,82.25019297629310,83.64073321041750,1,1
5454,Science,36.517395179147600,11,2,60.5136766813182,83.12990345058600,0,0
6860,Programming,88.92961312745990,1,9,95.6782898136151,30.439877969056000,1,0
1013,Health,15.77753325425550,13,9,70.736997823861,27.065683689045300,0,0
2681,Business,57.82219023266130,4,3,98.15023385652950,10.608243080344700,0,0
5690,Programming,52.4889038229776,16,3,62.17535079756500,82.75687695768460,0,0
684,Business,41.64175565079140,9,3,95.88949548556920,38.0898352391083,1,0
3620,Programming,82.11404147758730,1,7,84.58316153723600,0.8178706992683530,0,0
6880,Programming,67.59222520380470,4,5,94.58274533701310,31.424549539309900,0,0
1467,Health,60.821692082705600,19,9,59.43335415088940,10.76135614747110,0,0
4443,Programming,78.79243288898170,13,1,58.64519955347360,51.15574331724860,1,0
5943,Health,52.685283542596000,0,3,76.5487767453294,23.811752839589600,1,0
4292,Programming,67.53635467000030,3,4,78.37931924431630,74.7676996999029,1,1
924,Health,9.220837023208460,14,10,86.84137701138120,41.426327834121100,1,0
8139,Health,70.17396544668400,5,4,74.04774800258860,50.974935209253000,1,0
1739,Programming,77.91769245085960,15,0,83.86421622326520,8.983253916563790,1,0
8341,Business,72.72158190188980,5,5,72.18596247683400,44.31875408939060,1,0
5756,Science,63.567143069015400,10,10,63.309164764049700,12.83318260029010,0,0
7420,Business,82.09472513741160,3,0,58.63880748469570,37.96588710448070,0,0
6290,Business,36.748349857726200,13,5,78.96654033351570,22.96475666744730,1,1
3693,Health,96.98312580907670,9,2,54.925404811094700,55.34991383184400,1,0
509,Health,53.45768692630240,12,10,94.16400657560060,69.4385164354344,0,1
1514,Health,32.24970907125010,9,10,81.87908546437240,38.83697797561090,1,1
5880,Arts,99.88563789127850,17,5,77.34289963021430,26.268906752622300,1,1
6622,Arts,87.77207569564920,15,2,97.16171816333210,26.24624102500750,0,0
4084,Health,3.462712319445940,16,9,50.60346736292030,87.20039132290410,1,0
5155,Business,12.148107754891900,2,6,86.49536672495740,11.190001929607000,1,0
6288,Programming,97.57877617867140,1,4,60.998562430770700,77.50975577888830,1,0
6651,Programming,40.31809749434910,20,7,79.7115012574209,77.4131395527919,0,1
6853,Health,35.46145920327950,0,2,80.75678455834740,88.84636920215220,0,0
3766,Programming,3.5549096509318800,16,0,65.39407865302270,98.48378959075150,1,0
6577,Business,22.07881127482630,15,9,89.21920440859880,87.46896640735630,1,1
7121,Health,7.448586628418700,4,3,78.66814066549210,95.82665063990230,1,0
1889,Science,85.41394915707040,8,8,64.97135740634760,38.16133053517160,1,0
7446,Programming,77.98661439809120,19,0,69.96097706141650,98.30815423027860,1,0
2582,Health,22.943084147138400,8,9,56.336619113245000,47.15676644814420,1,0
8213,Programming,65.90026154431750,0,2,51.171577444451500,17.729675611124900,0,0
510,Programming,61.875398442126700,10,1,98.84298239064770,40.41541582269910,0,0
662,Business,16.670339349850700,1,3,62.727724637285900,99.15014385349840,0,0
7295,Business,90.68956576518890,9,9,67.71369819771180,83.6153679815257,1,1
5424,Business,69.85208481471870,9,4,55.32568170412190,27.451197504263400,1,0
7720,Business,10.193087821408600,17,3,71.38323183564900,37.717422549608200,1,0
2968,Health,4.1538194902977500,0,9,83.28947805160060,97.69489451079200,0,0
4174,Arts,94.68458102163040,1,10,76.8268161657978,89.97905592418330,0,1
1468,Business,82.88865669433470,6,7,98.73495063542400,48.06154792611320,1,1
1757,Arts,98.025142354672,16,10,70.63144512577280,26.086152319100100,0,1
2320,Arts,35.49931960376990,10,2,58.39443278916000,50.72566095404490,0,0
2817,Science,81.76626425150420,6,7,84.17395034962120,10.50587566999980,0,1
5738,Science,55.72199731207360,15,1,74.14551091751480,29.150966172510300,0,0
2701,Programming,21.776603050633000,11,0,74.3189033334026,96.87041926920580,0,1
8231,Programming,20.381736029900500,18,2,73.69603887438830,26.535504589117600,0,0
338,Science,83.85585545161770,8,8,93.99360852975460,35.979810659683500,1,1
2783,Business,35.59793783372990,2,4,67.4580704976022,26.96488074421420,0,0
8486,Programming,25.23636139712940,1,10,58.17643606957020,94.05862283227770,0,1
3639,Science,75.99347245903210,13,10,68.28745890507280,19.58635523057450,0,0
2120,Science,54.294310828981300,7,9,87.45634261562060,84.66464964769670,0,1
6844,Arts,94.48234980589950,15,7,50.274597491978300,46.64742903256790,0,0
1276,Business,12.630113988772800,15,6,57.5490249272618,49.82919524093820,0,0
8097,Science,8.911595825314070,10,9,82.13307042001890,63.52326508422620,1,1
2806,Programming,95.11056569954610,12,2,93.14385119812770,55.37401003296430,0,0
388,Business,73.81654987356450,18,8,91.18932113408200,13.135723986484100,1,1
4864,Business,24.58797892065310,17,10,93.13254709392150,1.175651992717610,1,1
180,Programming,50.13321742456330,2,3,82.23159267557490,36.01804882530870,1,0
2921,Arts,84.85419150351930,10,5,59.770483032680500,90.84748660637420,0,1
6197,Programming,48.17183757767180,11,4,77.6050422205115,22.915550671735300,0,1
8746,Arts,82.39610767585670,9,0,95.42099810904240,98.89651268464540,0,0
6502,Programming,97.25372037242940,4,0,81.12510898912640,69.21760348559160,0,0
899,Programming,42.0698381798579,0,8,76.98472221645970,89.44034693509630,1,1
849,Programming,84.33906219385310,16,8,53.65593642568700,16.429475899143000,0,0
5028,Business,32.233431441740200,16,9,81.33947704232980,71.55269386946940,1,1
2929,Health,62.13817400775220,20,7,67.83036890017660,10.441421412980900,0,0
2581,Programming,77.07831177074930,20,6,51.333460200991200,91.78897556049730,1,1
3122,Arts,48.91985508255700,9,3,61.42152513080820,26.46980233043520,1,0
7812,Programming,76.31936550385410,0,9,67.50921915957030,9.35509826226042,1,0
2159,Business,76.81264497885670,7,10,69.24602722804570,13.083402100775500,1,0
3804,Science,93.81507268919870,5,2,54.026662865301400,48.3803128764863,0,0
2457,Science,39.161573035273800,4,3,95.4021718241047,71.24572423244330,1,0
5171,Science,66.52985528563470,7,5,85.4731151936458,73.79874356160050,0,1
4218,Science,2.0854016600227900,19,8,50.16812535804460,22.63684044305240,1,0
8965,Programming,64.4482748188835,12,2,66.92256431083290,46.62275502670960,1,0
4600,Programming,24.70938274244290,10,6,96.8717959398407,32.27252430705600,1,1
2142,Arts,55.97106893818610,2,7,80.72671645140270,23.33379777272540,1,0
2371,Health,47.43697368189420,15,9,81.00687120559480,55.696519243324400,0,1
914,Programming,95.1100307864074,1,4,88.70984204729500,49.3779291995931,1,0
7999,Programming,11.746980419492200,6,8,92.00336198255680,54.900687468988100,0,0
8291,Arts,30.086400852735200,9,2,53.57472887345110,2.1267996310289300,1,1
6294,Arts,53.460018404695700,2,8,94.66338076511080,78.02020643785000,0,1
7812,Programming,76.31936550385410,0,9,67.50921915957030,9.35509826226042,1,0
2745,Science,21.990757199720700,6,8,68.94135931726700,37.40605749191740,0,0
1607,Programming,34.55802269110930,1,4,96.87589689901340,52.79550298088510,1,0
2794,Programming,71.83508950749170,0,7,94.068102211695,95.01763379053760,0,1
5299,Science,68.34112372243310,12,10,73.55126398583830,36.00093471331110,1,1
2180,Arts,87.76567341684480,9,4,90.68707414359490,89.35054154888180,1,1
256,Arts,66.70970170869990,2,8,64.44811236721200,66.3988227663852,1,0
2991,Health,39.77498774500210,17,6,60.35772491456340,68.55569393226940,0,1
5020,Programming,94.18464735358710,6,1,65.0298947588928,10.851982880567500,1,0
4226,Programming,32.95863527367050,0,6,99.04417476872710,33.373530400703,1,0
